emp_no,first_name,last_name,birth_date,from_date,to_date,dept_name
34457,Suebskul,Felcyn,1960-04-13,1998-11-29,9999-01-01,Sales
34504,Tadahiko,Fortenbacher,1963-02-12,1998-10-02,9999-01-01,Customer Service
34513,Foong,Halevi,1962-03-08,1999-12-25,9999-01-01,Sales
34702,Denny,Eppinger,1961-09-20,1999-08-03,9999-01-01,Production
34739,Arra,Collavizza,1953-12-05,1998-08-03,9999-01-01,Research
34782,Eishiro,Hardjono,1964-10-03,2000-01-07,9999-01-01,Finance
34832,Florina,Mullainathan,1960-01-25,1998-07-28,9999-01-01,Research
34841,Lijia,Tempesti,1962-07-19,1998-04-14,9999-01-01,Production
34971,Ayonca,Marshall,1958-02-25,1999-09-07,9999-01-01,Quality Management
35002,Debatosh,Katiyar,1952-08-04,1999-08-10,9999-01-01,Sales
35030,Guenter,Mersereau,1960-05-13,1999-11-12,9999-01-01,Production
35108,Georgi,Dratva,1955-03-17,1998-02-05,9999-01-01,Marketing
35176,Jiafu,Wilharm,1954-12-16,1999-01-21,9999-01-01,Research
35204,Vasiliy,Crouzet,1962-01-28,1999-06-21,9999-01-01,Production
35302,Sukumar,Aseltine,1957-08-11,1999-02-12,9999-01-01,Development
35384,Yonghong,Kornatzky,1964-01-24,1999-12-10,9999-01-01,Sales
35388,Gopalakrishnan,Merle,1961-04-25,1998-04-01,9999-01-01,Sales
35396,Masoud,Azevdeo,1960-01-10,1999-04-04,9999-01-01,Development
35403,Murthy,Osgood,1954-09-03,1999-07-24,9999-01-01,Development
35412,Kenroku,Yemenis,1958-05-22,1998-08-26,9999-01-01,Marketing
35527,Nevio,DeMori,1960-07-15,1999-07-26,9999-01-01,Research
35590,Kankanahalli,Bergere,1958-07-25,1998-04-04,9999-01-01,Development
35600,Parviz,Benzaken,1962-07-29,1999-03-30,9999-01-01,Development
35771,Arno,Tokunaga,1958-09-11,1999-01-10,9999-01-01,Sales
35813,Gay,Bardell,1963-02-24,1998-07-17,9999-01-01,Quality Management
35822,Pasqua,Etalle,1960-02-23,1998-11-06,9999-01-01,Production
35976,Hongzue,Fujisaki,1954-04-16,1998-01-21,9999-01-01,Sales
36084,Adin,Swen,1960-05-27,2000-01-01,9999-01-01,Quality Management
36089,Takahira,Garigliano,1954-03-07,1999-10-18,9999-01-01,Production
36188,Cheong,Hiyoshi,1961-04-05,1998-10-18,9999-01-01,Marketing
36249,Atreyi,Hasham,1962-01-04,1999-11-15,9999-01-01,Production
36264,Sariel,Aamodt,1953-03-31,1998-05-06,9999-01-01,Sales
36276,Sangeeta,Gladwell,1957-09-15,1999-01-29,9999-01-01,Human Resources
36285,Karsten,Jording,1963-11-29,1999-11-16,9999-01-01,Production
36307,Sreenivas,Yoshizawa,1963-01-29,1998-05-01,9999-01-01,Customer Service
36325,Yunming,Vitiello,1959-10-27,1999-05-23,9999-01-01,Development
36383,Gudjon,Krogh,1955-10-19,1998-01-24,9999-01-01,Customer Service
36388,Kensei,Tramer,1958-09-03,1999-06-26,9999-01-01,Sales
36426,Kendra,Streng,1954-01-24,1998-05-11,9999-01-01,Customer Service
36544,Mabry,Cyre,1962-12-04,1998-02-03,9999-01-01,Sales
36608,Ranan,Zizka,1959-07-11,1998-02-23,9999-01-01,Finance
36628,Hailing,Welham,1963-04-19,1999-11-11,9999-01-01,Development
36682,Geoff,Shobatake,1958-05-08,1998-06-20,9999-01-01,Development
36844,Hailing,Levergood,1965-01-01,2000-01-12,9999-01-01,Customer Service
36884,Florina,Baak,1959-11-06,2000-01-01,9999-01-01,Development
36969,Aluzio,Rijckaert,1959-10-30,1998-12-26,9999-01-01,Finance
37134,Souichi,Krupka,1953-01-10,1999-07-22,9999-01-01,Development
37158,Shen,Gecsei,1958-11-13,1998-12-25,9999-01-01,Development
37211,Pradeep,Daescu,1963-11-08,1998-07-22,9999-01-01,Production
37326,Mohit,Nanard,1962-06-02,1998-07-12,9999-01-01,Sales
37327,Marko,Avouris,1953-04-12,1998-06-30,9999-01-01,Production
37342,Vesna,Mellouli,1961-09-20,1999-12-29,9999-01-01,Customer Service
37403,Mahmut,Braccini,1957-08-13,1999-05-09,9999-01-01,Sales
37799,Chaoyi,Glinert,1957-01-18,1998-10-02,9999-01-01,Production
37946,Padma,Coney,1964-03-19,1999-05-14,9999-01-01,Human Resources
37976,Yuichiro,Crooks,1953-04-05,1998-03-03,9999-01-01,Production
38036,Subhada,Schwartzbauer,1960-05-09,1998-01-03,9999-01-01,Sales
38089,Rasiah,Perez,1961-10-09,1998-10-04,9999-01-01,Research
38134,Hatim,Middleton,1952-09-05,2001-03-02,9999-01-01,Production
38208,Fumiko,Marletta,1961-10-14,1999-01-25,9999-01-01,Human Resources
38229,Slavian,Carrera,1958-01-10,1998-10-04,9999-01-01,Development
38282,Atreye,Ginneken,1960-08-27,1998-05-12,9999-01-01,Quality Management
38298,Hinrich,Krzyzanowski,1954-09-12,1998-12-11,9999-01-01,Marketing
38341,Huiqun,Klerer,1959-12-30,1999-11-24,9999-01-01,Development
38350,Rosli,Hartvigsen,1956-04-11,1999-09-20,9999-01-01,Production
38396,Kazuhiko,Parveen,1963-04-25,2000-01-12,9999-01-01,Production
38504,Gila,Uehara,1964-09-23,1998-10-16,9999-01-01,Production
38659,Kwangyoen,Daescu,1956-08-14,1999-02-08,9999-01-01,Customer Service
38661,Morrie,Furedi,1960-09-18,1998-11-12,9999-01-01,Sales
38817,Douadi,Pashtan,1964-07-04,1998-08-21,9999-01-01,Sales
38864,Vincent,Gill,1963-08-10,1998-01-13,9999-01-01,Development
38866,Moss,Bojadziev,1961-01-20,1998-02-18,9999-01-01,Development
39104,Anneke,Antonakopoulos,1955-07-17,1999-08-25,9999-01-01,Development
39306,Hidefumi,Fasbender,1964-05-12,1998-01-18,9999-01-01,Finance
39440,Tzvetan,Aloisi,1962-06-20,1998-08-10,9999-01-01,Development
39459,Bojan,Coorg,1963-03-08,1998-11-20,9999-01-01,Human Resources
39509,Seongbae,Hainaut,1962-10-18,1998-02-22,9999-01-01,Development
39557,Hailing,Reinhard,1956-09-28,1998-01-10,9999-01-01,Production
39715,Mokhtar,Baba,1961-05-13,1999-08-22,9999-01-01,Production
39950,Along,Cincotta,1958-11-26,2000-01-28,9999-01-01,Development
40054,Filipe,Lund,1959-01-17,1999-04-16,9999-01-01,Research
40075,Geoff,Kropatsch,1955-01-18,1999-07-07,9999-01-01,Development
40120,Chiradeep,Dolinsky,1960-10-05,1998-02-05,9999-01-01,Development
40275,Shahab,Madeira,1958-09-26,1999-10-26,9999-01-01,Production
40346,Frederique,Masada,1962-03-26,1998-07-11,9999-01-01,Development
40352,Mack,Felder,1963-09-15,1998-12-18,9999-01-01,Sales
40394,Vatsa,Masamoto,1955-07-27,1999-11-07,9999-01-01,Development
40415,Kenton,Gyimothy,1956-11-24,1998-11-17,9999-01-01,Production
40521,Aris,Lichtman,1958-07-26,1998-12-07,9999-01-01,Research
40670,Nigel,Journel,1957-08-09,1998-08-10,9999-01-01,Development
40752,Mantis,Verhaegen,1953-04-28,1999-04-07,9999-01-01,Sales
40758,Kaijung,Munro,1952-10-05,1998-10-07,9999-01-01,Production
40793,Mori,Brizzi,1958-07-29,1999-02-23,9999-01-01,Research
40896,Gill,Emiris,1953-05-10,1998-06-09,9999-01-01,Customer Service
40970,Barton,Christ,1957-06-08,1999-10-23,9999-01-01,Production
41152,Tonny,Biran,1964-08-11,1998-12-13,9999-01-01,Production
41316,Toshiko,Winter,1962-06-15,1998-01-03,9999-01-01,Sales
41377,Eric,Mitzlaff,1955-12-05,1999-12-19,9999-01-01,Finance
41483,Jianhui,Jonsson,1959-04-16,1999-02-22,9999-01-01,Production
41518,Keung,Schapiro,1965-01-11,2001-02-08,9999-01-01,Production
41625,Morrie,Mandell,1960-08-18,1998-09-19,9999-01-01,Development
41658,Mart,Hellwagner,1954-08-24,1999-08-18,9999-01-01,Development
41671,Leif,Roison,1953-04-10,1999-09-04,9999-01-01,Research
41778,Atilio,Bahl,1954-02-20,1998-12-25,9999-01-01,Production
41787,Kamakshi,Frezza,1958-06-13,1999-04-03,9999-01-01,Marketing
41815,Quingbo,Basawa,1958-07-11,1998-09-24,9999-01-01,Sales
41867,Tetsurou,Crouzet,1955-09-10,1998-04-07,9999-01-01,Development
42034,Basil,Coullard,1959-06-05,1999-02-10,9999-01-01,Research
42215,Theron,Carrere,1959-07-17,1998-10-10,9999-01-01,Sales
42292,Uri,Foote,1955-05-30,1999-09-21,9999-01-01,Human Resources
42330,Adil,Tchuente,1953-03-29,1998-04-15,9999-01-01,Production
42359,Geoffry,Kalafatis,1955-08-15,1998-05-29,9999-01-01,Research
42557,Adin,Makrucki,1958-01-03,2002-04-05,9999-01-01,Sales
42568,Horward,Sidou,1956-06-12,1999-05-28,9999-01-01,Development
42571,Shahab,Vilarrasa,1955-03-12,1999-06-14,9999-01-01,Sales
42601,Rance,Danner,1958-11-15,1998-04-24,9999-01-01,Development
42672,Zsolt,Murtafg,1954-07-04,1999-06-16,9999-01-01,Production
42766,Tonia,Foong,1957-07-30,1999-12-28,9999-01-01,Marketing
42884,Paddy,Condotta,1960-07-18,1999-01-15,9999-01-01,Development
42983,Chaoyi,Bazzichi,1959-06-02,1998-07-02,9999-01-01,Customer Service
43120,Arno,Ghandeharizadeh,1962-08-17,1999-06-16,9999-01-01,Production
43169,Joydip,Shiratori,1958-05-08,1998-05-21,9999-01-01,Finance
43199,Boutros,Monarch,1961-09-28,1998-03-08,9999-01-01,Customer Service
43236,Rance,Yemenis,1959-07-04,2002-01-11,9999-01-01,Production
43250,Shunichi,Jansen,1952-05-15,1998-03-03,9999-01-01,Sales
43286,Kwangjo,Langford,1953-09-14,1998-03-21,9999-01-01,Quality Management
43419,Hugh,Rijckaert,1955-03-21,2000-10-05,9999-01-01,Quality Management
43451,Mooi,Kadhim,1952-04-16,1998-09-19,9999-01-01,Finance
43774,Boguslaw,Kroha,1957-10-30,1999-12-19,9999-01-01,Production
44208,Mariangiola,Rouquie,1961-04-24,1999-02-14,9999-01-01,Human Resources
44222,Leandro,Demir,1962-01-25,1999-03-02,9999-01-01,Marketing
44269,Shalesh,Debuse,1962-08-15,1999-09-26,9999-01-01,Development
44277,Chenxi,Zhiwei,1959-09-15,1998-10-22,9999-01-01,Finance
44391,Shaowei,Karner,1962-05-24,1998-09-29,9999-01-01,Research
44402,Rildo,Lorie,1962-02-21,1999-12-29,9999-01-01,Development
44431,Adamantios,Gide,1954-04-18,1999-11-05,9999-01-01,Development
44588,Serap,Castellani,1959-02-27,1999-08-23,9999-01-01,Development
44723,Lidong,Masada,1963-06-10,1999-06-22,9999-01-01,Finance
44826,Saeed,Garrabrants,1963-10-13,1999-07-02,9999-01-01,Human Resources
44906,Tsutomu,Pappas,1958-06-05,1999-02-16,9999-01-01,Development
45025,Changho,Kenevan,1958-10-11,1998-07-05,9999-01-01,Development
45220,Caolyn,Senzako,1964-10-04,1999-12-09,9999-01-01,Production
45238,Constantine,Emmerich,1963-01-06,1999-06-27,9999-01-01,Development
45253,Zhaofang,Barriga,1953-03-17,1999-09-21,9999-01-01,Development
45325,Leandro,Marzano,1962-09-27,1998-03-04,9999-01-01,Production
45348,Georgi,Nivat,1962-08-22,1998-08-28,9999-01-01,Sales
45361,Frederique,Brookman,1952-09-03,2000-01-03,9999-01-01,Sales
45461,Hitofumi,Otillio,1963-02-18,1998-09-04,9999-01-01,Customer Service
45495,Mechthild,Mellouli,1952-09-27,1999-01-13,9999-01-01,Production
45500,Randy,Panwar,1963-09-19,1998-08-07,9999-01-01,Human Resources
45522,Pradeep,Bardell,1953-08-14,1998-08-25,9999-01-01,Development
45766,Elrique,Tanemo,1955-03-23,1999-02-20,9999-01-01,Sales
45848,JiYoung,Sherertz,1962-01-06,1998-09-29,9999-01-01,Marketing
45870,Lene,Felder,1964-01-15,1998-05-26,9999-01-01,Marketing
45874,Takahito,Speek,1963-08-30,2000-01-09,9999-01-01,Production
45931,Rutger,Swick,1957-11-01,1998-08-30,9999-01-01,Production
46044,Van,Strooper,1955-08-17,1998-02-08,9999-01-01,Production
46094,Martien,Ramsey,1957-01-07,1999-05-04,9999-01-01,Sales
46237,Fusako,Sigstam,1961-04-03,1999-02-28,9999-01-01,Production
46240,Iara,Pillow,1961-07-26,1998-01-15,9999-01-01,Development
46273,Gennadi,Halevi,1954-05-15,1998-10-14,9999-01-01,Sales
46321,Weicheng,Yamaashi,1952-02-05,2001-08-27,9999-01-01,Customer Service
46338,Qingxiang,Ravishankar,1960-10-16,1998-06-10,9999-01-01,Development
46350,Josyula,Sabnani,1962-12-19,1998-04-26,9999-01-01,Production
46361,Mang,Engberts,1964-08-30,1998-12-24,9999-01-01,Sales
46368,Jaewon,Valtorta,1960-03-02,1999-10-07,9999-01-01,Customer Service
46422,Satyanarayana,Ulupinar,1961-04-04,1998-01-25,9999-01-01,Sales
46489,Goncalo,Baba,1960-11-06,1998-05-18,9999-01-01,Development
46612,Aloke,Pfau,1964-07-03,1999-11-05,9999-01-01,Customer Service
46719,Kazuhira,Syrotiuk,1960-11-26,1998-03-03,9999-01-01,Production
46734,Ortrun,Spataro,1958-07-15,1999-01-24,9999-01-01,Production
46785,Dannz,Brodie,1964-10-22,2000-02-04,9999-01-01,Research
46932,Ulf,Klassen,1959-03-22,1998-02-05,9999-01-01,Customer Service
46961,Zhenbing,Kushner,1954-08-28,1999-03-08,9999-01-01,Marketing
47060,Satyanarayana,Weiland,1964-05-01,1998-06-13,9999-01-01,Sales
47064,Pramod,Miyakawa,1952-08-29,1999-09-10,9999-01-01,Finance
47071,Marin,Hiltgen,1962-09-13,2000-04-27,9999-01-01,Quality Management
47096,Maren,Gadepally,1958-03-15,1999-11-11,9999-01-01,Development
47097,Otmar,Ambroszkiewicz,1963-01-30,2000-01-28,9999-01-01,Production
47291,Ulf,Flexer,1960-09-09,2000-01-26,9999-01-01,Human Resources
47359,Mooi,Erdmenger,1961-08-12,1999-03-23,9999-01-01,Quality Management
47422,Djelloul,Luff,1954-08-12,1998-01-20,9999-01-01,Finance
47464,Kamran,Chachaty,1955-06-30,1999-01-19,9999-01-01,Development
47468,Yakichi,Conia,1953-06-18,1999-01-17,9999-01-01,Research
47574,Shai,Farrar,1963-07-09,1998-03-27,9999-01-01,Production
47607,Roded,Kilgour,1953-03-24,1998-02-04,9999-01-01,Development
47672,Bernardo,Szilard,1959-01-02,1998-11-13,9999-01-01,Human Resources
47693,Brendon,Krychniak,1959-09-26,1998-03-19,9999-01-01,Development
47722,Atreye,Worfolk,1963-09-11,2002-03-02,9999-01-01,Development
47760,Kensei,Pollock,1962-12-01,1999-01-23,9999-01-01,Research
47851,Shuzo,Kinley,1961-01-29,1998-12-01,9999-01-01,Human Resources
48022,Mohua,Chaudhuri,1962-09-26,1998-01-23,9999-01-01,Sales
48155,Sachar,Riesenhuber,1956-03-24,1998-02-26,9999-01-01,Sales
48170,Lorien,Luon,1956-04-15,2000-04-16,9999-01-01,Production
48318,Stella,Piveteau,1955-02-03,1999-02-14,9999-01-01,Quality Management
48349,Toong,Bultermann,1956-05-13,1998-05-05,9999-01-01,Sales
48478,Stein,Mamelak,1961-07-10,2000-01-04,9999-01-01,Sales
48528,Erzsebet,Billawala,1953-03-14,1999-06-26,9999-01-01,Human Resources
48545,Uma,Apsitis,1959-04-26,1998-02-03,9999-01-01,Development
48548,Basant,Boyle,1959-10-14,1999-01-26,9999-01-01,Sales
48555,Wonhee,Herber,1956-01-20,2000-08-04,9999-01-01,Production
48624,Shalesh,Eiron,1962-04-10,1999-03-01,9999-01-01,Development
48804,Yonghong,Barbanera,1954-03-27,1998-04-26,9999-01-01,Sales
48820,Mayumi,Penttonen,1959-07-15,1998-12-05,9999-01-01,Production
48857,Leszek,Restivo,1963-03-23,1998-05-27,9999-01-01,Sales
48905,Vishwani,Schoegge,1952-09-21,2000-11-06,9999-01-01,Sales
48910,Zhongwei,DuBourdieux,1952-02-02,1999-12-19,9999-01-01,Production
49045,Krassimir,Erie,1964-04-10,1999-01-03,9999-01-01,Quality Management
49094,Lihong,Jiang,1956-12-31,1998-08-09,9999-01-01,Sales
49108,Christophe,Butterworth,1964-01-16,2001-08-16,9999-01-01,Production
49149,Salvador,Schusler,1953-03-15,1998-06-16,9999-01-01,Sales
49282,Hongzue,Auria,1960-11-22,2001-11-28,9999-01-01,Production
49309,Herb,Vecchio,1962-04-16,1998-06-16,9999-01-01,Production
49321,Pintsang,Spelt,1959-09-16,1999-11-14,9999-01-01,Customer Service
49329,Cordelia,Encarnacion,1960-10-14,1998-03-02,9999-01-01,Sales
49334,Gad,Kakkad,1961-07-05,1999-06-17,9999-01-01,Development
49470,Gennadi,Braunschweig,1964-10-06,1999-05-16,9999-01-01,Production
49490,Macha,Ravishankar,1953-06-25,1998-11-18,9999-01-01,Production
49512,Mizuhito,Gurbaxani,1963-09-22,1998-11-19,9999-01-01,Production
49547,Zhilian,Geffroy,1959-12-04,1999-01-03,9999-01-01,Research
49757,Christoper,Akaboshi,1963-12-11,1999-12-22,9999-01-01,Development
49835,Josyula,Imataki,1954-05-15,2000-01-17,9999-01-01,Production
50015,Heng,Schmezko,1960-09-18,1998-03-13,9999-01-01,Finance
50018,King,Bahl,1962-12-17,1999-12-30,9999-01-01,Research
50021,Moti,Goodrum,1964-12-11,1998-07-10,9999-01-01,Human Resources
50096,Hyuckchul,Androutsos,1960-09-12,1999-10-13,9999-01-01,Customer Service
50104,Mansur,Redmiles,1953-07-08,1999-08-01,9999-01-01,Development
50115,Chanjung,Peron,1952-12-08,2000-03-29,9999-01-01,Research
50116,Kristinn,Foote,1964-08-10,1998-12-11,9999-01-01,Development
50120,Mingsen,Parveen,1956-03-20,1999-12-23,9999-01-01,Finance
50156,Parke,Bardell,1957-08-03,1999-06-17,9999-01-01,Development
50179,Adit,Malabarba,1957-06-06,1998-06-03,9999-01-01,Development
50200,Sadegh,Kuszyk,1963-03-28,1999-06-26,9999-01-01,Development
50250,Steen,Heystek,1960-01-19,2001-05-15,9999-01-01,Customer Service
50468,Vishv,Kragelund,1956-08-25,1999-10-23,9999-01-01,Production
50489,Gladys,Huttel,1954-01-25,1998-05-06,9999-01-01,Quality Management
50515,Wonhee,Camurati,1964-02-23,2002-02-04,9999-01-01,Research
50671,Iara,Orlowska,1954-08-11,1998-11-20,9999-01-01,Customer Service
50745,Nagui,Lieberherr,1963-03-15,1998-10-26,9999-01-01,Development
50770,Yucel,Bugaenko,1963-09-15,1999-01-07,9999-01-01,Production
50785,Anwar,Selvestrel,1959-08-01,1999-12-29,9999-01-01,Customer Service
50793,Moss,Undy,1954-04-25,1999-12-07,9999-01-01,Development
50798,Van,Kavanagh,1958-10-28,1998-10-11,9999-01-01,Production
50842,Ebbe,Schwabacher,1961-11-01,1998-02-02,9999-01-01,Production
50955,Susuma,Plump,1962-04-15,2001-10-28,9999-01-01,Sales
50989,Bojan,Llado,1956-02-15,1998-02-18,9999-01-01,Sales
51016,Vatsa,Zykh,1961-04-03,1999-06-20,9999-01-01,Research
51176,Lillian,Gulik,1954-09-15,1998-12-16,9999-01-01,Production
51210,Kiyomitsu,Paciorek,1961-04-11,1998-06-28,9999-01-01,Marketing
51283,Ibibia,Garnier,1959-11-15,2000-07-10,9999-01-01,Development
51320,Nevin,Oberman,1962-08-22,1998-09-11,9999-01-01,Sales
51563,Arup,Alpay,1955-03-10,1998-06-08,9999-01-01,Human Resources
51599,Menkae,Klerer,1952-04-29,1998-04-09,9999-01-01,Production
51623,Anoosh,Luke,1955-02-26,1999-12-11,9999-01-01,Development
51730,Ortrun,Neiman,1955-02-20,1999-03-06,9999-01-01,Quality Management
51862,Gonzalo,Ozeki,1954-11-18,1999-11-12,9999-01-01,Sales
51984,Persi,Condotta,1957-02-01,1999-10-15,9999-01-01,Sales
52148,Fumiya,Ravishankar,1959-05-10,1999-05-29,9999-01-01,Marketing
52182,Michaela,Iisaku,1960-07-24,1998-12-03,9999-01-01,Quality Management
52200,Yoshimitsu,Pearson,1954-04-22,1999-01-02,9999-01-01,Customer Service
52226,Palash,Demian,1952-04-11,1999-03-26,9999-01-01,Development
52329,Yurij,Lammel,1957-03-19,1998-04-05,9999-01-01,Development
52870,Candida,Bernatsky,1963-01-05,1998-11-14,9999-01-01,Marketing
53205,Huican,Erni,1961-10-17,1998-05-31,9999-01-01,Production
53237,Constantijn,Sherertz,1959-10-17,2000-01-14,9999-01-01,Sales
53245,Aksel,Garigliano,1961-11-12,1998-04-16,9999-01-01,Customer Service
53314,Eberhardt,Carrera,1965-01-06,1999-02-23,9999-01-01,Research
53419,Werner,Cronau,1957-10-25,1999-03-16,9999-01-01,Customer Service
53428,Yakichi,Garrabrants,1959-02-12,1999-11-18,9999-01-01,Development
53447,Gila,Linares,1957-12-31,1999-04-15,9999-01-01,Development
53458,Xuedong,Monarch,1964-10-10,1999-05-09,9999-01-01,Sales
53487,Aleksander,Hopewell,1964-05-23,1998-04-12,9999-01-01,Production
53490,Danae,Thambidurai,1957-01-17,1999-11-10,9999-01-01,Finance
53494,King,Peyn,1953-09-13,1998-05-29,9999-01-01,Production
53624,Zdislav,Akiyama,1958-04-17,1999-05-29,9999-01-01,Sales
53643,Kyoichi,Lemarechal,1963-04-17,1999-08-28,9999-01-01,Development
53910,Mayuri,Dredge,1958-06-30,1999-06-27,9999-01-01,Sales
53992,Yannik,Chiodo,1952-12-31,2000-01-08,9999-01-01,Sales
54161,Achilleas,Pluym,1962-01-28,1999-08-01,9999-01-01,Production
54292,Parke,Gide,1952-03-04,1999-09-14,9999-01-01,Production
54318,Bernardo,Maraist,1960-06-15,1999-01-20,9999-01-01,Production
54326,Baziley,Crooks,1958-05-08,1999-08-06,9999-01-01,Human Resources
54409,Piyush,Roccetti,1954-02-04,1998-08-10,9999-01-01,Development
54410,Domenick,Rosis,1953-11-23,1999-10-18,9999-01-01,Production
54506,Nathan,Gire,1954-08-10,1999-02-26,9999-01-01,Finance
54592,Genevieve,Roohalamini,1960-03-11,1999-03-18,9999-01-01,Customer Service
54806,Marin,Muntz,1961-04-13,2001-07-16,9999-01-01,Production
54874,Gurbir,Munos,1962-02-01,1999-10-08,9999-01-01,Customer Service
54910,Randi,Masaki,1952-09-02,1999-03-01,9999-01-01,Production
55037,Paris,Hofman,1955-07-11,2000-01-06,9999-01-01,Sales
55228,Keiichiro,Millington,1953-07-13,1999-08-27,9999-01-01,Sales
55312,Denny,Bakhtari,1957-06-30,1999-07-05,9999-01-01,Sales
55352,Thanasis,Peyn,1954-09-30,1998-04-19,9999-01-01,Finance
55365,Teruyuki,Zobel,1958-04-28,2001-12-09,9999-01-01,Development
55386,Bilhanan,Giarratana,1954-01-07,1998-10-27,9999-01-01,Marketing
55387,Tran,Birsak,1964-04-25,1998-06-25,9999-01-01,Sales
55426,Seshu,Camarinopoulos,1956-10-18,1999-09-12,9999-01-01,Marketing
55484,Gilbert,Bednarek,1956-04-30,1999-02-07,9999-01-01,Sales
55579,Oldrich,Przulj,1959-08-08,1998-12-07,9999-01-01,Marketing
55616,Goncalo,Serov,1961-11-23,1999-05-02,9999-01-01,Development
55685,Lein,Pokrovskii,1963-10-31,1998-02-21,9999-01-01,Marketing
55697,Isaac,Perelgut,1963-11-03,1999-11-06,9999-01-01,Research
55701,JoAnne,Dulin,1952-11-26,2000-01-04,9999-01-01,Finance
55758,Changho,Luff,1961-01-27,1999-08-17,9999-01-01,Quality Management
55828,Jaques,Tetzlaff,1964-08-20,1998-09-28,9999-01-01,Sales
55959,Mana,Neiman,1956-11-29,1998-05-06,9999-01-01,Research
56095,Muneo,Sifakis,1957-01-11,1998-09-23,9999-01-01,Finance
56180,Chenxi,Luff,1954-01-16,2000-01-21,9999-01-01,Customer Service
56181,Adhemar,Toyoshima,1959-12-18,1999-08-01,9999-01-01,Quality Management
56224,Jasminko,Solares,1958-07-04,2000-12-30,9999-01-01,Sales
56247,Shooichi,Denny,1955-08-11,1999-07-24,9999-01-01,Development
56381,Mohammad,Homond,1963-07-02,1999-11-13,9999-01-01,Development
56391,Shuichi,Kugler,1959-11-27,1998-03-21,9999-01-01,Sales
56440,Magy,Tsukuda,1964-11-21,1999-06-13,9999-01-01,Development
56472,Herbert,Sooriamurthi,1956-11-05,1998-02-01,9999-01-01,Production
56487,Kwun,Hoogerwoord,1954-04-25,1999-02-25,9999-01-01,Production
56559,Carrsten,Mondadori,1952-12-16,1998-05-29,9999-01-01,Quality Management
56563,Elliott,Billingsley,1955-12-09,1998-12-27,9999-01-01,Development
56607,Tuval,Thimonier,1959-10-26,1998-02-24,9999-01-01,Marketing
56633,Percy,Varker,1953-03-04,1999-10-11,9999-01-01,Research
56654,Moie,Badr,1953-07-31,1999-12-13,9999-01-01,Development
56739,Leaf,Fraisse,1958-05-25,1999-06-19,9999-01-01,Sales
56798,Jiakeng,Lanzelotte,1964-12-27,1998-11-07,9999-01-01,Human Resources
56901,Sverrir,Fordan,1954-09-13,1998-01-05,9999-01-01,Production
56945,Fay,Nanard,1954-07-07,1998-02-15,9999-01-01,Production
57120,Petter,Bage,1958-03-01,1998-02-15,9999-01-01,Production
57163,Vatsa,Nastansky,1959-10-10,1998-08-16,9999-01-01,Production
57164,Manu,Gecsel,1954-03-25,1998-11-16,9999-01-01,Sales
